,,,,,,,,,,,,
회사명,종목코드,사업연도,결산월,업종,업종별,주식배당,현금배당,,,,,
,,,,,배당율,(배당기준일),액면가,기말주식수,주당배당금,배당성향,총배당금액,시가배당률
천일고속,000650,2021,12,운수창고업,0.4,-,"5,000","1,429,220","2,500",-628.105 *,"3,567,635,000",3.600
청광건설,140290,2021,12,-,-,-,500,"10,555,100",-,-,-,-
청담글로벌,362320,2021,12,-,-,-,-,-,-,-,-,-
체리부로,066360,2021,12,음식료·담배,0.86,-,500,"46,872,374",-,-,-,-
체시스,033250,2021,06,운수장비,0.96,-,500,"32,000,000",-,-,-,-
초록뱀미디어,047820,2021,12,오락·문화,0.04,-,500,"215,043,861",-,-,-,-
초록뱀컴퍼니,052300,2021,12,운송,0.46,-,500,"90,107,661",-,-,-,-
초록뱀헬스케어,118000,2021,12,유통업,1.59,-,500,"81,323,413",-,-,-,-
칩스앤미디어,094360,2021,12,반도체,0.42,-,500,"9,640,315",163,25.065,"1,571,065,883",0.700
카나리아바이오,016790,2021,12,음식료·담배,0.86,-,500,"6,150,486",100,-84.834 *,"615,048,600",0.700
카스,016920,2021,12,유통,0.36,-,500,"23,944,698",15,-13.557,"349,498,455",0.320
카이노스메드,284620,2021,12,기타서비스,0.5,-,100,"110,214,154",-,-,-,-
카카오,035720,2021,12,서비스업,0.43,-,100,"445,784,877",53,1.397,"22,989,645,700",0.050
카카오게임즈,293490,2021,12,디지털컨텐츠,0.1,-,100,"77,411,107",-,-,-,-
카카오뱅크,323410,2021,12,은행,0.98,-,"5,000","475,159,237",-,-,-,-
카카오페이,377300,2021,12,금융업,2.61,-,500,"131,883,080",-,-,-,-
카페24,042000,2021,12,인터넷,0.89,-,500,"22,497,198",-,-,-,-
카프로,006380,2021,12,화학,1.1,-,500,"40,000,000",-,-,-,-
캐리소프트,317530,2021,12,오락·문화,0.04,-,500,"6,951,196",-,-,-,-
캐스텍코리아,071850,2021,12,운송장비·부품,0.36,-,500,"16,569,188",-,-,-,-
캠시스,050110,2021,12,IT부품,0.36,-,500,"73,824,118",-,-,-,-
커머스마이너,223310,2021,12,소프트웨어,0.32,-,100,"13,333,506",-,-,-,-
컨버즈,109070,2021,12,종이목재,1.49,-,500,"17,549,275",-,-,-,-
컬러레이,900310,2021,12,-,-,-,0,"54,000,000",-,-,-,-
컴투스,078340,2021,12,디지털컨텐츠,0.1,-,500,"12,866,420","1,300",12.709,"15,446,613,000",0.800
컴투스홀딩스,063080,2021,12,디지털컨텐츠,0.1,-,500,"6,595,192",-,-,-,-
컴퍼니케이,307930,2021,12,금융,1.34,-,500,"15,610,000",250,20.659 *,"3,902,500,000",3.180
케스피온,079190,2021,12,통신장비,0.28,-,500,"31,784,197",-,-,-,-
케어랩스,263700,2021,12,소프트웨어,0.32,-,500,"17,236,032",-,-,-,-
케어젠,214370,2021,12,제약,0.3,-,500,"10,743,000","2,300",89.555,"22,553,632,100",3.500
케이디켐,221980,2021,12,화학,0.41,-,500,"4,034,800",500,23.880,"1,910,678,500",2.400
케이비아이동국실업,001620,2021,12,운수장비,1.02,-,500,"87,217,977",-,-,-,-
케이비제20호스팩,342550,2021,12,금융,1.34,-,100,"6,501,000",-,-,-,-
케이비제21호스팩,424140,2021,12,-,-,-,-,-,-,-,-,-
케이사인,192250,2021,12,소프트웨어,0.32,-,100,"70,671,257",15,17.344,"1,046,384,415",0.620
케이씨,029460,2021,12,의료정밀,0.79,-,500,"13,554,044",300,5.852,"3,731,162,400",1.400
케이씨씨,002380,2021,12,화학,1.1,-,"5,000","8,886,471","7,000",-100.744,"53,607,071,000",2.300
케이씨씨글라스,344820,2021,12,비금속광물,1.8,-,"1,000","15,970,512","2,400",32.642,"38,263,999,200",4.000
케이씨에스,115500,2021,12,컴퓨터서비스,0.55,-,500,"12,000,000",220,98.434 *,"2,640,000,000",3.300
케이씨텍,281820,2021,12,의료정밀,0.79,-,500,"20,861,556",220,10.939 *,"4,588,491,160",0.900
케이씨티,089150,2021,12,컴퓨터서비스,0.55,-,500,"17,150,000",50,358.787 *,"857,500,000",0.870
케이씨티시,009070,2021,12,운수창고업,0.4,-,500,"30,000,000",60,8.414,"1,794,345,000",0.860
케이씨피드,025880,2021,12,음식료·담배,0.86,-,500,"16,715,858",40,14.633,"631,405,440",1.300
케이아이엔엑스,093320,2021,12,인터넷,0.89,-,500,"4,880,000",500,14.866,"2,438,402,000",1.000
케이에스피,073010,2021,12,기계·장비,0.53,-,500,"36,192,257",-,-,-,-
케이엔더블유,105330,2021,12,일반전기전자,0.23,-,500,"12,135,382",-,-,-,-
케이엔제이,272110,2021,12,기계·장비,0.53,-,500,"7,925,395",-,-,-,-
케이엘넷,039420,2021,12,통신서비스,0.68,-,500,"24,154,730",80,27.064,"1,765,124,720",2.100
케이엠,083550,2021,12,섬유·의류,0.7,0.05 / (2021-12-31),500,"10,755,114",70,9.368,"695,103,430",0.800
케이엠더블유,032500,2021,12,통신장비,0.28,-,500,"39,820,883",-,-,-,-
케이엠제약,225430,2021,12,화학,0.41,-,100,"27,887,050",-,-,-,-
케이옥션,102370,2021,12,-,-,-,-,-,-,-,-,-
케이카,381970,2021,12,유통업,1.59,-,500,"48,086,533",750,77.101 *,"36,064,899,750",2.300
케이티,030200,2021,12,통신업,4.59,-,"5,000","261,111,808","1,910",30.862,"450,393,558,860",5.900
케이티스카이라이프,053210,2021,12,서비스업,0.43,-,"2,500","47,821,966",350,26.724,"16,651,591,950",3.720
케이티알파,036030,2021,12,유통,0.36,-,"1,000","49,019,283",-,-,-,-
케이티앤지,033780,2021,12,-,-,-,"5,000","137,292,497","4,800",59.264,"575,903,630,400",5.700
케이프,064820,2021,12,운송장비·부품,0.36,-,500,"30,901,728",100,8.627,"3,090,172,800",2.200
케이프이에스제4호,347140,2021,12,금융,1.34,-,100,"3,009,000",-,-,-,-
케이피에스,256940,2021,12,반도체,0.42,-,500,"18,535,991",-,-,-,-
케이피에프,024880,2021,12,금속,0.87,-,500,"17,718,250",-,-,-,-
케이피엠테크,042040,2021,12,화학,0.41,-,100,"145,677,729",-,-,-,-
케이피티유,054410,2021,12,금속,0.87,-,500,"5,060,000",-,-,-,-
케일럼,258610,2021,12,금속,0.87,-,500,"17,633,573",-,-,-,-
켄코아에어로스페이스,274090,2021,12,운송장비·부품,0.36,-,500,"11,784,088",-,-,-,-
켈스,402420,2021,12,-,-,-,500,"2,226,540",-,-,-,-
켐온,217600,2021,12,기타서비스,0.5,-,100,"63,861,340",-,-,-,-
켐트로닉스,089010,2021,12,화학,0.41,-,500,"14,858,157",300,15.173,"4,328,772,600",1.090
켐트로스,220260,2021,12,화학,0.41,-,100,"26,558,307",-,-,-,-
코나솔,176590,2021,12,-,-,-,-,-,-,-,-,-
코나아이,052400,2021,12,소프트웨어,0.32,-,500,"15,559,118",-,-,-,-
코난테크놀로지,402030,2021,12,-,-,-,-,-,-,-,-,-
코닉오토메이션,391710,2021,12,금융,1.34,-,100,"7,460,000",-,-,-,-
코다코,046070,2021,12,운송장비·부품,0.36,-,500,"39,064,256",-,-,-,-
코데즈컴바인,047770,2021,12,섬유·의류,0.7,-,500,"37,842,602",-,-,-,-
코드네이처,078940,2021,12,건설,1.48,-,500,"32,452,021",-,-,-,-
코디,080530,2021,12,화학,0.41,-,500,"28,291,298",-,-,-,-
코디엠,224060,2021,12,반도체,0.42,-,100,"273,760,088",-,-,-,-
코렌텍,104540,2021,12,의료·정밀기기,0.32,-,500,"11,829,702",-,-,-,-
코리아나,027050,2021,12,화학,0.41,-,500,"40,000,000",-,-,-,-
코리아센터,290510,2021,12,소프트웨어,0.32,-,100,"76,200,637",-,-,-,-
코리아써키트,007810,2021,12,전기전자,2.7,-,500,"23,620,751",-,-,-,-
코리아에셋투자증권,190650,2021,03,금융,0.78,-,"5,000","6,388,000",450,24.783 *,"2,874,600,000",5.150
코리아에스이,101670,2021,12,금속,0.87,-,200,"18,900,000",-,-,-,-
코리아에프티,123410,2021,12,운송장비·부품,0.36,-,100,"27,841,064",60,34.910,"1,670,463,540",1.800
코리안리,003690,2021,12,보험,3.28,-,500,"120,369,116",525,35.013,"53,691,285,900",5.500
코맥스,036690,2021,12,통신장비,0.28,0.02 / (2021-12-31),500,"15,287,331",50,-5.410,"764,366,550",0.900
코메론,049430,2021,12,의료·정밀기기,0.32,-,500,"9,048,000",200,9.010,"1,796,874,000",1.880
코미코,183300,2021,12,반도체,0.42,-,500,"10,020,447",550,11.645,"5,490,662,100",0.800
코미팜,041960,2021,12,제약,0.3,-,100,"64,185,876",-,-,-,-
코세스,089890,2021,12,반도체,0.42,-,500,"16,584,962",-,-,-,-
코센,009730,2021,12,금속,0.87,-,500,"9,723,388",-,-,-,-
코셋,189350,2021,12,-,-,-,500,"4,800,000",-,-,-,-
코스나인,082660,2021,12,화학,0.41,-,500,"47,952,433",-,-,-,-
코스맥스,192820,2021,12,화학,1.1,-,500,"11,349,509",550,18.174,"6,240,114,100",0.600
코스맥스비티아이,044820,2021,12,금융업,2.61,-,500,"9,603,921",260,57.201,"2,484,258,140",2.000
코스맥스엔비티,222040,2021,12,음식료·담배,0.86,-,500,"20,628,000",-,-,-,-
코스메카코리아,241710,2021,12,화학,0.41,-,500,"10,680,000",-,-,-,-
코스모신소재,005070,2021,12,화학,1.1,-,"1,000","30,086,889",-,-,-,-
코스모화학,005420,2021,12,화학,1.1,-,"1,000","27,860,157",-,-,-,-
코스온,069110,2021,12,화학,0.41,-,500,"23,940,660",-,-,-,-
코스텍시스템,169670,2021,12,-,-,-,-,-,-,-,-,-
코아스,071950,2021,12,-,-,-,500,"30,907,210",-,-,-,-
코아스템,166480,2021,12,제약,0.3,-,500,"15,868,939",-,-,-,-
코아시아,045970,2021,12,IT부품,0.36,-,500,"26,314,876",-,-,-,-
코아시아옵틱스,196450,2021,12,의료·정밀기기,0.32,-,"1,000","41,232,626",-,-,-,-
코엔텍,029960,2021,12,기타서비스,0.5,-,500,"50,000,000",300,50.373 *,"14,935,716,000",3.200
코오롱,002020,2021,12,금융업,2.61,-,"5,000","12,626,426",550,4.455,"7,590,368,300",1.750
코오롱글로벌,003070,2021,12,건설업,1.63,-,"5,000","25,210,438",500,9.297,"12,732,616,050",2.200
코오롱생명과학,102940,2021,12,제약,0.3,-,500,"11,412,356",-,-,-,-
코오롱인더,120110,2021,12,화학,1.1,-,"5,000","27,519,091","1,300",19.385,"39,511,429,300",1.800
코오롱티슈진,950160,2021,12,-,-,-,0,"64,745,050",-,-,-,-
코오롱플라스틱,138490,2021,12,화학,1.1,-,"1,000","38,000,000",145,25.325,"5,510,000,000",1.100
코원플레이,056000,2021,12,디지털컨텐츠,0.1,-,500,"19,720,225",-,-,-,-
코웨이,021240,2021,12,서비스업,0.43,-,500,"73,799,619","1,250",19.484,"90,694,531,250",1.600
코웰패션,033290,2021,12,유통,0.36,-,500,"88,500,234",130,17.043,"11,107,911,830",1.800
코위버,056360,2021,12,통신장비,0.28,-,500,"9,796,800",70,9.330,"654,251,850",0.900
코윈테크,282880,2021,12,기계·장비,0.53,0.03 / (2021-12-31),500,"9,475,048",100,12.483,"917,752,700",0.300
코이즈,121850,2021,12,IT부품,0.36,-,500,"16,614,175",-,-,-,-
코콤,015710,2021,12,통신장비,0.28,-,500,"17,530,500",110,42.342,"1,825,773,070",1.700
코텍,052330,2021,12,정보기기,0.73,-,500,"15,574,552",-,-,-,-
코퍼스코리아,322780,2021,12,오락·문화,0.04,-,100,"35,755,674",15,6.366,"515,133,885",0.500
코프라,126600,2021,12,화학,0.41,-,500,"21,115,634",100,301.336,"2,389,593,500",0.900
콘텐트리중앙,036420,2021,12,서비스업,0.43,-,"5,000","18,297,538",-,-,-,-
콜마비앤에이치,200130,2021,12,제약,0.3,-,500,"29,543,558",385,16.628,"11,373,435,920",1.200
콤텍시스템,031820,2021,12,서비스업,0.43,-,500,"121,051,466",-,-,-,-
쿠콘,294570,2021,12,소프트웨어,0.32,-,500,"10,091,685",100,14.067,"1,007,307,000",0.140
쿠쿠홀딩스,192400,2021,12,금융업,2.61,-,100,"35,562,185",700,15.021,"21,754,869,500",3.600
쿠쿠홈시스,284740,2021,12,서비스업,0.43,-,100,"22,437,330",650,8.615,"14,574,547,000",1.680
퀀타매트릭스,317690,2021,12,의료·정밀기기,0.32,-,500,"16,476,811",-,-,-,-
큐라클,365270,2021,12,기타서비스,0.5,-,500,"13,687,468",-,-,-,-
큐렉소,060280,2021,12,유통,0.36,-,500,"33,448,869",-,-,-,-
큐로,015590,2021,12,기계,0.76,-,500,"231,211,638",-,-,-,-
큐로컴,040350,2021,12,컴퓨터서비스,0.55,-,500,"125,973,472",-,-,-,-
큐로홀딩스,051780,2021,12,유통,0.36,-,500,"124,422,450",-,-,-,-
큐리언트,115180,2021,12,기타서비스,0.5,-,500,"8,883,462",-,-,-,-
큐브엔터,182360,2021,12,오락·문화,0.04,-,500,"13,804,687",-,-,-,-
큐에스아이,066310,2021,12,반도체,0.42,-,500,"8,881,362",100,59.499,"927,595,150",0.400
큐엠씨,136660,2021,12,-,-,-,500,"9,443,800",-,-,-,-
큐캐피탈,016600,2021,12,금융,1.34,-,500,"177,897,598",-,-,-,-
크라운제과,264900,2021,12,음식료품,1.34,-,200,"12,523,850",250,24.422 *,"3,198,822,878",2.690
크라운해태홀딩스,005740,2021,12,금융업,2.61,-,500,"14,847,347",100,13.395,"1,498,189,335",1.170
크래프톤,259960,2021,12,서비스업,0.43,-,100,"48,967,045",-,-,-,-
크레버스,096240,2021,12,기타서비스,0.5,-,500,"7,523,826","2,000",80.915,"14,997,652,000",6.000
크로넥스,215570,2021,12,-,-,-,500,"5,078,057",-,-,-,-
크로바하이텍,043590,2021,12,반도체,0.42,-,500,"30,755,643",-,-,-,-
크루셜텍,114120,2021,12,IT부품,0.36,-,"1,000","20,961,315",-,-,-,-
크리스에프앤씨,110790,2021,12,섬유·의류,0.7,-,"1,000","11,715,480","1,000",16.145,"10,999,994,000",2.300
크리스탈신소재,900250,2021,12,-,-,-,0,"67,783,852",-,-,-,-
크리스탈지노믹스,083790,2021,12,기타서비스,0.5,-,500,"69,246,486",-,-,-,-
크린앤사이언스,045520,2021,12,기계·장비,0.53,-,500,"6,500,000",150,-12.651,"917,550,000",0.750
클라우드에어,036170,2021,12,반도체,0.42,-,"1,000","56,032,293",-,-,-,-
클래시스,214150,2021,12,의료·정밀기기,0.32,-,100,"64,716,864",66,9.751,"4,271,313,024",0.350
클리노믹스,352770,2021,12,기타서비스,0.5,-,100,"13,470,141",-,-,-,-
클리오,237880,2021,12,화학,0.41,-,500,"17,453,743",150,27.343,"2,533,846,950",0.800
키네마스터,139670,2021,12,소프트웨어,0.32,-,500,"13,546,307",-,-,-,-
키다리스튜디오,020120,2021,12,서비스업,0.43,-,500,"33,338,832",-,-,-,-
키움제6호스팩,413600,2021,12,-,-,-,-,-,-,-,-,-
키움증권,039490,2021,12,증권,3.64,-,"5,000","26,219,513","3,500",11.594,"104,778,224,979",3.200
키이스트,054780,2021,12,오락·문화,0.04,-,500,"18,127,998",-,-,-,-
타스컴,336040,2021,12,-,-,-,500,"3,939,675",-,-,-,-
타이거일렉,219130,2021,12,반도체,0.42,-,500,"6,314,290",-,-,-,-
타임기술,318660,2021,12,-,-,-,500,"2,152,101",-,-,-,-
탑선,180060,2021,12,-,-,-,500,"8,806,666",100,7.918 *,"880,666,600",0.710
탑엔지니어링,065130,2021,12,기계·장비,0.53,-,500,"15,976,257",-,-,-,-
탑코미디어,134580,2021,12,통신장비,0.28,-,500,"11,250,000",-,-,-,-
태경비케이,014580,2021,12,비금속광물,1.8,-,500,"27,583,100",110,19.586,"3,034,141,000",2.200
태경산업,015890,2021,12,화학,1.1,-,500,"29,228,750",270,26.969,"7,625,615,940",4.000
태경케미컬,006890,2021,12,화학,1.1,-,500,"11,600,000",220,22.844,"2,493,457,780",1.800
태광,023160,2021,12,금속,0.87,-,500,"26,500,000",100,13.945,"2,586,724,200",0.900
태광산업,003240,2021,12,화학,1.1,-,"5,000","1,113,400","1,750",0.463,"1,472,854,250",0.200
태림포장,011280,2021,12,종이목재,1.49,-,500,"70,805,940",50,16.419,"3,441,956,050",1.100
태성,323280,2021,12,금융,1.34,-,100,"3,505,000",-,-,-,-
태양,053620,2021,12,금속,0.87,-,500,"8,600,000",150,24.847,"1,194,154,650",1.700
태양금속공업,004100,2021,12,운수장비,1.02,-,500,"36,700,000",5,-1.754,"215,119,300",0.400
태양기계,116100,2021,12,-,-,-,500,"6,239,986",-,-,-,-
태영건설,009410,2021,12,건설업,1.63,-,500,"38,899,098",350,21.510,"14,073,427,220",3.300
태웅,044490,2021,12,금속,0.87,-,500,"20,007,381",-,-,-,-
태웅로직스,124560,2021,12,운송,0.46,-,100,"19,536,792",100,2.942,"1,878,679,200",1.100
태원물산,001420,2021,12,운수장비,1.02,-,500,"7,600,000",55,497.927 *,"403,320,885",1.000
태평양물산,007980,2021,12,섬유의복,0.53,-,500,"48,149,587",-,-,-,-
테고사이언스,191420,2021,12,제약,0.3,-,500,"8,108,834",-,-,-,-
테라사이언스,073640,2021,12,금속,0.87,-,100,"73,475,539",-,-,-,-
테라셈,182690,2021,12,반도체,0.42,-,500,"21,163,148",-,-,-,-
테라젠이텍스,066700,2021,12,제약,0.3,-,500,"32,474,435",-,-,-,-
테스,095610,2021,12,반도체,0.42,-,500,"19,768,226",560,14.034,"10,383,791,600",1.900
테이팩스,055490,2021,12,화학,1.1,-,500,"4,717,650",700,17.463,"3,302,355,000",0.900
테크엔,308700,2021,12,-,-,-,100,"4,000,000",-,-,-,-
테크윙,089030,2021,12,반도체,0.42,-,500,"19,388,368",230,25.262,"4,322,275,690",1.000
테크트랜스,258050,2021,12,-,-,-,100,"7,510,091",-,-,-,-
텔레칩스,054450,2021,12,반도체,0.42,-,500,"13,505,911",120,21.459,"1,508,756,880",0.700
텔레필드,091440,2021,12,통신장비,0.28,-,500,"9,175,875",-,-,-,-
텔코웨어,078000,2021,12,서비스업,0.43,-,500,"9,702,706",500,155.346,"2,813,316,000",4.500
텔콘RF제약,200230,2021,12,통신장비,0.28,-,100,"87,509,012",-,-,-,-
토니모리,214420,2021,12,화학,1.1,-,200,"18,383,721",-,-,-,-
토마토시스템,393210,2021,12,-,-,-,500,"3,833,470",-,-,-,-
토박스코리아,215480,2021,12,유통,0.36,-,100,"48,074,789",-,-,-,-
토비스,051360,2021,12,정보기기,0.73,-,500,"16,717,058",100,140.444,"1,546,283,900",1.200
토탈소프트,045340,2021,12,소프트웨어,0.32,-,500,"8,558,040",-,-,-,-
톱텍,108230,2021,12,기계·장비,0.53,-,500,"38,023,245",-,-,-,-
투비소프트,079970,2021,12,소프트웨어,0.32,-,500,"40,851,640",-,-,-,-
툴젠,199800,2021,12,기타서비스,0.5,-,500,"7,852,427",-,-,-,-
트루윈,105550,2021,12,일반전기전자,0.23,-,500,"19,881,156",-,-,-,-
트윔,290090,2021,12,소프트웨어,0.32,-,500,"7,269,398",-,-,-,-
특수건설,026150,2021,12,건설,1.48,-,500,"17,546,331",-,-,-,-
티라유텍,322180,2021,12,소프트웨어,0.32,-,100,"5,466,250",-,-,-,-
티로보틱스,117730,2021,12,기계·장비,0.53,-,500,"14,117,333",-,-,-,-
티비씨,033830,2021,12,방송서비스,0.89,-,500,"100,000,000",13,26.555,"1,228,963,450",0.970
티비에이치글로벌,084870,2021,12,섬유의복,0.53,-,500,"20,856,819",-,-,-,-
티사이언티픽,057680,2021,12,디지털컨텐츠,0.1,-,500,"47,518,943",-,-,-,-
티씨케이,064760,2021,12,반도체,0.42,-,500,"11,675,000","1,430",20.387 *,"16,695,250,000",1.000
티앤알바이오팹,246710,2021,12,제약,0.3,-,500,"10,339,992",-,-,-,-
티앤엘,340570,2021,12,제약,0.3,-,500,"8,128,000",400,16.600,"3,251,200,000",0.900
티에스넥스젠,043220,2021,12,기계·장비,0.53,-,500,"91,115,377",-,-,-,-
티에스아이,277880,2021,12,기계·장비,0.53,-,500,"18,534,230",-,-,-,-
티에스이,131290,2021,12,반도체,0.42,-,500,"11,061,429",500,12.311,"5,322,661,000",0.690
티에이치엔,019180,2021,12,전기전자,2.7,-,500,"18,000,000",-,-,-,-
티엘비,356860,2021,12,일반전기전자,0.23,-,500,"4,916,315",250,9.906,"1,229,078,750",0.650
티엘아이,062860,2021,12,반도체,0.42,-,500,"9,872,720",-,-,-,-
티와이홀딩스,363280,2021,12,금융업,2.61,-,500,"40,171,615",-,-,-,-
티움바이오,321550,2021,12,기타서비스,0.5,-,500,"23,917,226",-,-,-,-
티웨이항공,091810,2021,12,운수창고업,0.4,-,500,"110,330,279",-,-,-,-
티웨이홀딩스,004870,2021,12,비금속광물,1.8,-,500,"77,472,167",-,-,-,-
티케이지휴켐스,069260,2021,12,화학,1.1,-,"1,000","40,878,588","1,000",49.468,"38,370,877,000",4.200
티케이케미칼,104480,2021,12,화학,0.41,-,500,"90,895,434",-,-,-,-
티플랙스,081150,2021,12,금속,0.87,-,500,"24,268,402",30,6.979 *,"728,052,060",0.700
티피씨글로벌,130740,2021,12,운송장비·부품,0.36,-,500,"11,276,679",30,-14.544,"338,300,370",0.800
틸론,217880,2021,12,-,-,-,500,"4,463,645",-,-,-,-
팅크웨어,084730,2021,12,통신장비,0.28,-,500,"10,425,682",-,-,-,-
파나진,046210,2021,12,의료·정밀기기,0.32,-,500,"32,136,660",-,-,-,-
파나케이아,058530,2021,12,유통,0.36,-,500,"18,078,428",-,-,-,-
파라다이스,034230,2021,12,오락·문화,0.04,-,500,"90,942,672",-,-,-,-
파라텍,033540,2021,12,기계·장비,0.53,-,200,"50,135,131",-,-,-,-
파루,043200,2021,12,IT부품,0.36,-,500,"41,804,315",-,-,-,-
파마리서치,214450,2021,12,제약,0.3,-,500,"10,111,930",600,12.783,"5,985,547,800",0.700
파마리서치바이오,217950,2021,12,-,-,-,500,"4,049,391",-,-,-,-
파멥신,208340,2021,12,제약,0.3,-,500,"25,678,786",-,-,-,-
파미셀,005690,2021,12,의약품,0.12,-,500,"59,958,950",-,-,-,-
파버나인,177830,2021,12,일반전기전자,0.23,-,500,"14,198,704",-,-,-,-
파세코,037070,2021,12,일반전기전자,0.23,-,500,"14,000,000",300,21.975 *,"4,194,181,800",1.300
파수,150900,2021,12,소프트웨어,0.32,-,500,"11,629,922",-,-,-,-
파워넷,037030,2021,12,일반전기전자,0.23,-,"1,000","17,611,170",-,-,-,-
파워로직스,047310,2021,12,IT부품,0.36,-,500,"34,420,982",-,-,-,-
파워풀엑스,266870,2021,12,-,-,-,500,"6,408,680",-,-,-,-
파이버프로,368770,2021,12,금융,1.34,-,100,"4,810,000",-,-,-,-
파이오링크,170790,2021,12,통신장비,0.28,-,500,"6,856,330",250,14.954 *,"1,670,027,250",1.500
파인디앤씨,049120,2021,12,IT부품,0.36,-,500,"28,065,269",-,-,-,-
파인디지털,038950,2021,12,통신장비,0.28,-,500,"10,210,765",50,18.446,"410,047,650",0.700
파인테크닉스,106240,2021,12,IT부품,0.36,-,500,"45,192,369",25,2.105,"1,127,128,250",0.210
파인텍,131760,2021,12,IT부품,0.36,-,500,"42,926,793",-,-,-,-
파커스,065690,2021,12,IT부품,0.36,-,500,"14,049,331",150,20.940,"1,999,604,550",4.830
파크시스템스,140860,2021,12,의료·정밀기기,0.32,-,500,"6,898,303",250,18.900,"1,717,063,000",0.170
파트론,091700,2021,12,IT부품,0.36,-,500,"54,156,410",350,24.743,"19,376,351,400",2.700
판도라티비,202960,2021,12,-,-,-,500,"11,915,582",-,-,-,-
판타지오,032800,2021,06,오락·문화,0.06,-,100,"646,808,660",-,-,-,-
팜스빌,318010,2021,12,음식료·담배,0.86,-,500,"7,929,338",100,15.705,"784,643,000",0.750
팜스코,036580,2021,12,음식료품,1.34,-,500,"36,727,943",100,164.331,"3,501,883,600",1.600
팜스토리,027710,2021,12,음식료·담배,0.86,-,500,"111,416,600",25,56.064,"2,765,056,525",1.060
팜젠사이언스,004720,2021,12,의약품,0.12,-,500,"15,233,413",-,-,-,-
패션플랫폼,225590,2021,12,섬유·의류,0.7,-,100,"26,636,713",-,-,-,-
팬스타엔터프라이즈,054300,2021,12,기계·장비,0.53,-,500,"58,134,025",-,-,-,-
팬엔터테인먼트,068050,2021,12,오락·문화,0.04,-,500,"27,247,982",-,-,-,-
팬오션,028670,2021,12,운수창고업,0.4,-,"1,000","534,569,512",100,9.732,"53,456,951,200",1.800
팬젠,222110,2021,12,제약,0.3,-,500,"10,671,930",-,-,-,-
퍼스텍,010820,2021,12,기계,0.76,-,500,"48,061,460",-,-,-,-
퍼시스,016800,2021,12,-,-,-,"1,000","11,500,000","1,100",22.368 *,"10,087,988,900",3.000
펄어비스,263750,2021,12,디지털컨텐츠,0.1,-,100,"66,221,500",-,-,-,-
펌텍코리아,251970,2021,12,화학,0.41,-,500,"12,400,000",-,-,-,-
페이퍼코리아,001020,2021,12,종이목재,1.49,-,500,"40,900,159",-,-,-,-
펨토바이오메드,327610,2021,12,-,-,-,500,"8,387,122",-,-,-,-
펩트론,087010,2021,12,제약,0.3,-,500,"20,626,853",-,-,-,-
평화산업,090080,2021,12,운수장비,1.02,-,500,"54,902,259",-,-,-,-
평화홀딩스,010770,2021,12,운수장비,1.02,-,500,"14,625,466",150,-13.256,"2,078,998,950",3.280
포메탈,119500,2021,12,금속,0.87,-,500,"11,847,232",60,35.330 *,"710,833,920",1.300
포바이포,389140,2021,12,-,-,-,-,-,-,-,-,-
포스코 ICT,022100,2021,12,기타서비스,0.5,-,500,"152,034,729",50,-54.517,"7,590,375,850",0.800
포스코스틸리온,058430,2021,12,철강금속,2.09,-,"5,000","6,000,000","1,000",6.081,"6,000,000,000",1.800
포스코엠텍,009520,2021,12,금속,0.87,-,500,"41,642,703",80,25.501 *,"3,331,415,520",1.000
포스코인터내셔널,047050,2021,12,유통업,1.59,-,"5,000","123,375,149",800,27.687,"98,699,912,800",3.500
포스코케미칼,003670,2021,12,비금속광물,1.8,-,500,"77,463,220",300,17.373,"23,238,966,000",0.200
포시에스,189690,2021,06,소프트웨어,0.44,-,500,"8,260,611",100,19.405,"826,061,100",1.000
포인트모바일,318020,2021,12,일반전기전자,0.23,-,100,"12,662,272",100,-44.881,"1,246,337,200",0.570
포인트엔지니어링,256630,2021,12,금속,0.87,-,100,"57,663,572",20,27.903,"1,133,134,520",0.600
포커스에이치엔에스,331380,2021,12,일반전기전자,0.23,-,100,"18,058,582",-,-,-,-
폴라리스세원,234100,2021,12,운송장비·부품,0.36,-,100,"33,481,747",-,-,-,-
폴라리스오피스,041020,2021,12,소프트웨어,0.32,-,500,"40,670,704",-,-,-,-
폴라리스우노,114630,2021,12,화학,0.41,-,500,"13,573,965",-,-,-,-
푸드나무,290720,2021,12,유통,0.36,-,500,"6,806,034",30,77.459,"202,167,090",0.100
푸드웰,005670,2021,12,음식료·담배,0.86,-,500,"10,000,000",90,11.445,"876,544,380",1.300
푸른기술,094940,2021,12,정보기기,0.73,-,500,"8,361,386",30,14.628,"235,663,140",0.300
푸른저축은행,007330,2021,12,금융,1.34,-,"1,000","15,082,800",650,31.868 *,"7,732,442,250",5.100
풀무원,017810,2021,12,음식료품,1.34,-,500,"38,120,542",102,"1,694.285","5,150,625,144",0.580
풍강,093380,2021,08,금속,0.79,-,500,"9,879,313",100,21.976,"958,822,200",2.100
풍국주정,023900,2021,12,음식료·담배,0.86,-,500,"12,600,000",120,16.987,"1,512,000,000",0.780
풍산,103140,2021,12,철강금속,2.09,-,"5,000","28,024,278","1,000",11.509,"28,012,571,000",3.200
풍산홀딩스,005810,2021,12,금융업,2.61,-,"5,000","10,409,528","1,400",7.844,"13,629,800,800",4.800
풍원정밀,371950,2021,12,-,-,-,-,-,-,-,-,-
